
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
340,Kelly Olynyk,C,22,BOS,70,1400,15.2,.546,.506,.243,.227,11.0,18.8,14.8,13.1,1.3,1.5,16.0,21.0,107,107,1.5,1.4,2.9,.101
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
341,Arinze Onuaku,PF,26,TOT,5,30,3.8,.255,.200,.400,.000,7.6,23.5,15.4,13.5,0.0,0.0,14.5,10.4,81,112,0.0,0.0,0.0,-0.044
341,Arinze Onuaku,PF,26,NOP,3,25,5.6,.307,.250,.500,.000,9.2,23.6,16.3,16.2,0.0,0.0,17.0,10.7,90,113,0.0,0.0,0.0,-0.016
341,Arinze Onuaku,PF,26,CLE,2,5,-5.3,.000,.000,.000,.000,0.0,23.0,11.2,0.0,0.0,0.0,0.0,8.9,0,110,0.0,0.0,0.0,-0.179
342,Daniel Orton,C,23,PHI,22,251,10.5,.540,.447,.638,.000,6.6,20.2,13.1,8.5,1.2,5.1,23.0,13.2,99,107,0.0,0.2,0.3,.049
343,Travis Outlaw,SF,29,SAC,63,1065,10.4,.492,.462,.160,.359,3.8,14.2,8.9,7.0,1.0,1.4,6.9,15.5,106,110,0.8,0.6,1.4,.062
344,Zaza Pachulia,C,29,MIL,53,1325,14.0,.502,.427,.372,.003,11.8,17.1,14.4,16.3,1.8,0.9,18.5,17.0,105,111,1.0,0.7,1.7,.060
345,Jannero Pargo,PG,34,CHA,29,242,18.9,.554,.542,.093,.508,0.5,8.9,4.7,40.3,3.0,0.3,17.5,28.4,102,103,0.2,0.4,0.5,.105
346,Tony Parker,PG,31,SAS,68,1997,18.9,.555,.513,.266,.073,1.0,7.5,4.4,31.7,0.9,0.3,12.9,26.5,110,107,3.9,1.9,5.9,.141
347,Chandler Parsons,SF,25,HOU,74,2783,15.9,.565,.538,.224,.356,2.9,12.8,8.2,17.3,1.6,0.8,11.7,19.3,114,108,5.1,2.5,7.6,.131
348,Patrick Patterson,PF,24,TOT,65,1533,14.6,.533,.516,.145,.309,8.8,17.1,12.9,8.5,1.9,1.9,11.1,17.2,109,105,1.8,2.0,3.8,.118
348,Patrick Patterson,PF,24,SAC,17,415,10.3,.457,.447,.131,.320,9.1,17.9,13.5,5.6,1.6,0.6,11.0,15.4,99,109,0.0,0.3,0.4,.042
348,Patrick Patterson,PF,24,TOR,48,1118,16.2,.559,.540,.150,.305,8.6,16.8,12.7,9.5,2.0,2.4,11.1,17.9,113,103,1.8,1.6,3.4,.147
349,Chris Paul,PG,28,LAC,62,2171,25.9,.580,.511,.397,.244,2.0,11.4,6.9,48.9,3.5,0.1,12.4,23.7,125,103,9.0,3.2,12.2,.270
350,Nikola Pekovic,C,28,MIN,54,1663,20.7,.582,.541,.355,.000,13.1,17.6,15.3,5.2,0.9,1.1,9.4,22.9,117,108,4.3,1.5,5.9,.169
351,Kendrick Perkins,C,29,OKC,62,1207,6.3,.474,.451,.347,.005,8.0,19.9,14.2,7.6,1.1,2.2,28.8,11.5,88,104,-0.9,1.7,0.8,.031
352,Paul Pierce,SF,36,BRK,75,2098,16.8,.595,.529,.435,.421,1.5,18.3,9.9,14.5,2.2,1.2,15.3,22.4,109,106,2.9,2.3,5.2,.119
353,Dexter Pittman,C,25,ATL,2,3,13.1,.000,.000,2.000,.000,100.0,0.0,57.9,0.0,0.0,0.0,0.0,28.5,84,116,0.0,0.0,0.0,-0.180
354,Mason Plumlee,PF,23,BRK,70,1275,19.0,.670,.659,.646,.010,9.3,19.6,14.5,8.1,2.0,3.6,16.6,17.1,121,104,3.0,1.7,4.7,.176
355,Miles Plumlee,C,25,PHO,80,1964,14.6,.529,.517,.239,.000,11.3,24.4,17.9,3.3,1.3,3.5,15.4,16.2,104,104,1.2,2.8,4.0,.098
356,Quincy Pondexter,SG,25,MEM,15,270,10.3,.520,.462,.329,.430,4.4,7.0,5.7,11.0,1.0,0.3,14.2,18.0,104,110,0.2,0.2,0.4,.063
357,Otto Porter,SF,20,WAS,37,319,6.0,.405,.385,.132,.231,7.5,13.3,10.4,4.6,1.3,0.3,12.7,15.6,86,107,-0.4,0.3,0.0,-0.006
358,Josh Powell,F,31,HOU,1,19,2.5,.333,.333,.000,.000,0.0,27.7,14.6,0.0,0.0,3.9,14.3,16.1,60,104,-0.1,0.0,0.0,-0.094
359,Phil Pressey,PG,22,BOS,75,1132,8.8,.390,.364,.178,.419,1.9,8.8,5.3,30.8,3.1,0.3,24.2,14.1,89,107,-1.0,1.1,0.1,.005
360,A.J. Price,SG,27,MIN,28,99,9.7,.469,.478,.043,.478,1.1,10.2,5.5,21.5,0.5,0.0,13.0,23.2,93,111,-0.1,0.0,0.0,-0.012
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
361,Ronnie Price,SG,30,ORL,31,377,7.6,.379,.353,.141,.467,2.4,10.5,6.5,25.6,3.4,0.4,21.0,15.0,85,106,-0.5,0.4,-0.1,-0.007
362,Pablo Prigioni,PG,36,NYK,66,1283,13.0,.642,.631,.063,.733,3.2,8.8,5.9,25.6,2.8,0.1,23.4,9.3,127,110,2.5,0.9,3.4,.127
363,Tayshaun Prince,SF,33,MEM,76,1948,8.2,.438,.427,.122,.140,1.9,12.3,7.1,8.9,1.1,0.8,7.3,13.3,97,108,-0.2,1.8,1.5,.038
364,Miroslav Raduljica,C,26,MIL,48,465,15.3,.603,.540,.437,.000,12.9,13.7,13.3,8.3,0.8,2.3,15.7,17.3,117,113,1.0,0.1,1.1,.112
365,Anthony Randolph,PF,24,DEN,43,527,12.2,.499,.438,.392,.347,4.1,21.0,12.5,9.1,2.4,2.7,15.9,19.8,96,104,-0.1,0.7,0.6,.055
366,Shavlik Randolph,PF,30,PHO,14,95,7.7,.531,.500,.786,.000,8.3,21.2,14.8,1.4,1.6,0.8,21.0,11.0,99,106,0.0,0.1,0.1,.060
367,Zach Randolph,PF,32,MEM,79,2705,18.3,.510,.468,.281,.017,11.6,23.3,17.4,12.7,1.1,0.7,12.0,26.1,105,105,2.9,3.5,6.4,.113
368,J.J. Redick,SG,29,LAC,35,987,16.6,.598,.546,.266,.465,1.0,7.1,4.2,12.6,1.4,0.2,8.6,21.8,117,109,2.3,0.7,3.0,.147
369,Glen Rice,SG,23,WAS,11,109,6.6,.399,.365,.189,.459,4.2,17.3,10.6,9.3,2.8,0.8,18.3,20.3,78,102,-0.3,0.2,-0.1,-0.043
370,Luke Ridnour,PG,32,TOT,61,1141,9.0,.452,.442,.080,.330,2.2,7.6,4.8,24.3,1.5,0.6,16.3,16.1,95,112,-0.3,0.4,0.1,.005
370,Luke Ridnour,PG,32,MIL,36,763,9.1,.453,.441,.087,.311,2.2,7.3,4.7,25.3,1.6,0.2,16.8,16.2,96,115,-0.2,0.0,-0.1,-0.008
370,Luke Ridnour,PG,32,CHA,25,378,8.6,.450,.444,.065,.370,2.4,8.1,5.2,22.4,1.2,1.3,15.3,16.0,94,106,-0.2,0.4,0.2,.030
371,Austin Rivers,SG,21,NOP,69,1339,11.6,.482,.443,.365,.209,2.2,9.1,5.6,18.7,1.8,0.6,12.3,21.3,99,113,0.2,0.4,0.6,.023
372,Andre Roberson,PF,22,OKC,40,399,9.0,.518,.500,.147,.191,10.7,15.6,13.3,5.2,2.4,2.0,20.8,10.1,105,102,0.2,0.6,0.8,.099
373,Brian Roberts,PG,28,NOP,72,1667,13.4,.529,.475,.229,.306,1.2,8.4,4.7,22.1,1.3,0.4,12.9,20.0,108,114,2.0,0.2,2.2,.063
374,Nate Robinson,PG,29,DEN,44,866,15.6,.544,.504,.222,.402,2.6,7.5,5.0,21.3,2.0,0.3,12.1,23.5,109,110,1.3,0.5,1.8,.101
375,Thomas Robinson,PF,22,POR,70,873,14.1,.502,.481,.345,.003,13.1,24.6,18.9,6.0,1.3,1.6,14.5,19.7,102,104,0.4,1.2,1.6,.090
376,Rajon Rondo,PG,27,BOS,30,998,15.3,.461,.440,.191,.257,2.4,16.6,9.3,47.7,2.1,0.2,20.7,21.3,99,107,0.2,1.0,1.1,.054
377,Derrick Rose,PG,25,CHI,10,311,9.7,.446,.402,.195,.287,3.3,8.3,5.9,26.2,0.9,0.2,16.0,31.5,88,105,-0.6,0.4,-0.2,-0.036
378,Terrence Ross,SG,22,TOR,81,2159,12.0,.553,.531,.130,.543,2.3,11.3,6.8,6.1,1.5,1.0,10.0,18.6,107,107,2.0,2.2,4.2,.094
379,Ricky Rubio,PG,23,MIN,82,2638,15.4,.491,.413,.422,.199,2.5,11.9,7.1,37.8,3.6,0.3,21.8,16.4,106,104,2.2,3.6,5.9,.107
380,Brandon Rush,SG,28,UTA,38,418,4.1,.428,.422,.056,.522,1.3,11.1,6.1,8.5,0.6,1.7,17.8,12.3,83,114,-0.5,0.0,-0.4,-0.050
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
381,Robert Sacre,C,24,LAL,65,1089,12.1,.513,.477,.313,.000,8.0,16.9,12.5,7.0,1.1,3.1,11.4,15.5,105,110,0.7,0.7,1.4,.061
382,John Salmons,SG-SF,34,TOT,78,1726,7.8,.462,.439,.126,.395,1.3,9.6,5.5,12.8,1.4,0.9,11.0,12.8,100,108,0.2,1.4,1.7,.046
382,John Salmons,SF,34,SAC,18,445,8.3,.437,.419,.060,.359,2.0,9.8,5.8,14.7,1.4,1.5,10.4,13.3,99,111,0.0,0.3,0.3,.029
382,John Salmons,SG,34,TOR,60,1281,7.6,.472,.448,.152,.409,1.1,9.6,5.3,12.1,1.4,0.7,11.2,12.6,100,108,0.2,1.2,1.4,.052
383,Larry Sanders,C,25,MIL,23,584,14.0,.478,.469,.340,.006,11.4,21.3,16.2,5.3,1.6,5.6,12.3,16.4,100,107,0.1,0.6,0.7,.057
384,Dennis Schröder,PG,20,ATL,49,641,5.8,.442,.410,.229,.223,0.9,9.9,5.4,22.0,1.3,0.0,22.8,19.0,83,110,-1.1,0.4,-0.7,-0.054
385,Luis Scola,PF,33,IND,82,1399,13.4,.505,.471,.243,.013,7.2,23.4,15.7,10.4,1.0,0.9,14.8,23.8,96,99,-0.4,2.8,2.5,.084
386,Mike Scott,PF,25,ATL,80,1482,15.3,.559,.529,.210,.318,4.9,17.2,11.1,8.9,1.0,0.4,10.3,23.5,105,108,1.3,1.2,2.6,.084
387,Thabo Sefolosha,SG,29,OKC,61,1584,10.4,.517,.485,.203,.447,3.7,11.5,7.8,8.3,2.5,0.9,12.9,11.9,106,104,0.9,2.1,3.0,.092
388,Kevin Seraphin,C,24,WAS,53,578,12.5,.533,.505,.141,.000,10.5,15.3,12.8,4.9,0.3,3.7,14.9,21.5,100,106,0.2,0.6,0.8,.066
389,Ramon Sessions,PG,27,TOT,83,2214,16.0,.539,.452,.525,.161,1.9,8.6,5.2,25.7,1.2,0.3,13.5,22.7,108,111,3.1,1.2,4.3,.094
389,Ramon Sessions,PG,27,CHA,55,1305,14.6,.509,.425,.503,.146,1.9,8.3,5.1,26.2,1.3,0.4,14.1,23.4,102,107,0.8,1.3,2.0,.075
389,Ramon Sessions,PG,27,MIL,28,909,18.0,.585,.493,.559,.184,2.0,9.1,5.4,25.1,0.9,0.3,12.7,21.6,118,116,2.4,-0.1,2.3,.121
390,Mustafa Shakur,PG,29,OKC,3,11,-8.8,.129,.000,.667,.333,0.0,0.0,0.0,45.1,0.0,0.0,34.0,23.7,52,113,-0.1,0.0,-0.1,-0.347
391,Tornike Shengelia,SF,22,TOT,26,154,3.9,.460,.464,.286,.214,3.1,9.2,6.2,14.0,1.0,0.5,27.6,13.2,82,111,-0.2,0.1,-0.1,-0.040
391,Tornike Shengelia,SF,22,BRK,17,137,3.3,.454,.458,.333,.250,3.5,8.7,6.1,13.3,0.8,0.6,28.6,13.2,81,112,-0.2,0.0,-0.2,-0.054
391,Tornike Shengelia,SF,22,CHI,9,17,9.0,.500,.500,.000,.000,0.0,13.2,6.7,19.8,3.1,0.0,20.0,13.6,93,99,0.0,0.0,0.0,.073
392,Iman Shumpert,SG,23,NYK,74,1962,9.6,.480,.457,.147,.471,4.7,14.0,9.2,9.8,2.5,0.6,13.3,14.1,100,108,0.4,1.6,2.0,.048
393,Alexey Shved,SG,25,MIN,63,664,10.2,.452,.384,.380,.430,3.4,10.1,6.6,14.9,1.9,1.8,14.8,20.8,93,107,-0.4,0.7,0.2,.017
394,Henry Sims,C,23,TOT,46,875,16.1,.535,.474,.442,.004,12.5,17.2,14.8,9.5,1.6,1.9,11.1,18.0,113,109,1.4,0.7,2.1,.115
394,Henry Sims,C,23,CLE,20,168,10.7,.430,.400,.311,.000,14.4,23.2,18.7,4.5,1.5,3.5,13.5,15.7,96,104,0.0,0.2,0.2,.059
394,Henry Sims,C,23,PHI,26,707,17.4,.554,.489,.467,.004,12.1,15.7,13.8,10.6,1.6,1.5,10.7,18.5,116,110,1.5,0.4,1.9,.128
395,Kyle Singler,SF,25,DET,82,2337,11.8,.574,.525,.306,.409,5.2,9.2,7.1,4.7,1.3,1.3,10.4,14.0,117,113,3.6,0.7,4.4,.090
396,Chris Singleton,SF,24,WAS,25,250,8.8,.481,.425,.373,.284,8.2,17.5,12.8,3.5,1.9,1.0,17.9,17.2,92,104,-0.2,0.3,0.2,.033
397,Peyton Siva,SG,23,DET,24,224,5.7,.425,.377,.263,.439,0.9,6.2,3.4,21.0,2.0,0.4,22.1,15.6,88,112,-0.2,0.1,-0.2,-0.032
398,Donald Sloan,SG,26,IND,48,392,8.5,.437,.419,.171,.359,1.2,11.0,6.3,20.1,1.3,0.2,14.9,17.2,91,102,-0.3,0.6,0.3,.039
399,Chris Smith,PG,26,NYK,2,2,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,119,0.0,0.0,0.0,-0.020
400,Greg Smith,C,23,HOU,11,100,13.7,.629,.643,.179,.000,13.0,16.8,15.0,0.0,0.5,1.5,14.2,15.4,116,108,0.2,0.1,0.2,.119
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
401,Ishmael Smith,PG,25,PHO,70,1006,11.7,.438,.425,.139,.082,3.5,10.9,7.2,26.0,2.4,1.0,17.9,15.9,98,107,0.0,1.0,1.0,.048
402,J.R. Smith,SF,28,NYK,74,2421,14.0,.527,.514,.145,.503,1.7,13.1,7.2,15.1,1.4,0.7,9.6,21.6,106,111,2.5,1.2,3.7,.073
403,Jason Smith,PF,27,NOP,31,830,12.4,.495,.465,.177,.000,7.0,18.5,12.7,5.6,0.7,2.9,8.4,18.2,104,111,0.5,0.4,0.9,.054
404,Josh Smith,SF,28,DET,77,2730,14.1,.463,.448,.244,.215,3.9,17.6,10.4,15.0,1.9,3.2,12.7,24.5,95,108,-1.4,2.5,1.1,.020
405,Tony Snell,SG,22,CHI,77,1231,8.0,.489,.469,.122,.530,1.8,9.6,5.7,9.1,1.3,0.9,11.1,14.9,97,104,-0.1,1.7,1.6,.063
406,James Southerland,SF,23,TOT,4,30,11.8,.441,.433,.133,.400,0.0,31.5,15.5,0.0,1.7,5.6,5.9,25.6,83,102,-0.1,0.0,0.0,-0.023
406,James Southerland,SF,23,CHA,1,3,-40.6,.000,.000,.000,.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.2,0,113,-0.1,0.0,-0.1,-1.119
406,James Southerland,F,23,NOP,3,27,17.7,.543,.542,.167,.417,0.0,34.9,17.2,0.0,1.9,6.2,7.2,23.4,101,101,0.0,0.0,0.1,.098
407,Marreese Speights,C,26,GSW,79,982,15.2,.507,.450,.303,.070,11.4,20.6,16.1,5.3,0.5,2.6,11.6,25.4,102,103,0.6,1.5,2.1,.103
408,Tiago Splitter,C,29,SAS,59,1271,16.5,.572,.523,.500,.009,11.4,20.5,16.1,10.1,1.2,1.8,15.1,17.7,114,102,2.3,2.1,4.3,.163
409,D.J. Stephens,SG,23,MIL,3,15,16.1,.470,.429,.143,.000,7.4,31.6,19.1,0.0,0.0,0.0,0.0,22.4,106,111,0.0,0.0,0.0,.067
410,Lance Stephenson,SG,23,IND,78,2752,14.7,.564,.540,.226,.280,4.1,18.1,11.4,22.1,1.0,0.2,18.0,19.4,106,101,2.6,4.8,7.4,.130
411,Greg Stiemsma,C,28,NOP,55,1007,9.7,.584,.574,.262,.008,8.2,18.0,13.0,5.0,1.8,4.7,24.4,8.1,107,107,0.5,1.0,1.5,.072
412,Julyan Stone,SG,25,TOR,21,120,6.6,.491,.471,.176,.471,1.9,17.6,9.7,14.5,1.3,0.0,21.4,8.8,101,106,0.0,0.1,0.2,.061
413,Amar'e Stoudemire,C,31,NYK,65,1466,18.8,.596,.557,.364,.000,8.7,17.2,12.8,4.2,0.8,2.2,12.3,23.4,112,110,2.9,0.9,3.8,.124
414,Rodney Stuckey,SG,27,DET,73,1950,14.0,.516,.450,.342,.103,2.1,7.7,4.7,12.7,1.4,0.4,11.3,24.3,105,113,1.8,0.4,2.2,.053
415,Jared Sullinger,PF,21,BOS,74,2041,16.4,.497,.458,.226,.231,13.0,20.6,16.7,10.1,0.9,1.8,10.7,24.1,105,107,1.9,2.0,3.9,.091
416,Jeffery Taylor,SF,24,CHA,26,629,5.9,.436,.417,.216,.307,2.7,8.1,5.4,5.7,1.1,0.6,9.5,19.4,86,107,-0.8,0.6,-0.2,-0.019
417,Tyshawn Taylor,PG,23,BRK,23,270,5.4,.427,.357,.330,.132,1.3,5.3,3.3,21.4,2.3,0.3,22.9,23.5,80,110,-0.7,0.2,-0.6,-0.098
418,Jeff Teague,PG,25,ATL,79,2542,17.1,.541,.474,.362,.216,1.6,7.9,4.7,35.1,1.8,0.5,16.1,25.7,106,109,3.3,1.9,5.2,.098
419,Marquis Teague,SG,20,TOT,40,443,3.8,.398,.340,.294,.151,0.3,10.2,5.3,20.6,1.2,0.9,22.5,18.2,78,107,-1.0,0.4,-0.5,-0.059
419,Marquis Teague,SG,20,CHI,19,242,0.0,.308,.258,.242,.152,0.5,8.3,4.5,17.9,0.4,1.3,18.9,17.2,68,105,-0.8,0.3,-0.5,-0.094
419,Marquis Teague,SG,20,BRK,21,201,8.4,.505,.443,.358,.151,0.0,12.5,6.3,23.8,2.1,0.4,26.4,19.5,89,109,-0.2,0.2,-0.1,-0.017
420,Mirza Teletovic,SF,28,BRK,72,1396,14.3,.559,.546,.117,.660,5.2,17.6,11.4,7.1,1.1,1.4,8.8,20.5,108,109,1.6,1.1,2.7,.094
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
421,Garrett Temple,SG,27,WAS,75,638,7.8,.431,.383,.305,.206,3.8,8.7,6.2,15.8,2.8,1.4,20.8,14.3,89,104,-0.5,0.9,0.3,.025
422,Jason Terry,PG,36,BRK,35,570,7.4,.501,.490,.099,.678,0.8,6.9,3.9,15.3,1.2,0.0,14.5,15.3,98,112,0.0,0.2,0.2,.016
423,Hasheem Thabeet,C,26,OKC,23,192,2.6,.536,.565,.217,.000,5.6,17.4,11.7,0.7,1.0,3.8,35.7,9.0,76,103,-0.2,0.3,0.0,.012
424,Adonis Thomas,SF,20,TOT,6,37,7.3,.485,.464,.071,.357,0.0,9.2,4.6,13.4,0.0,0.0,6.5,18.5,98,115,0.0,0.0,0.0,.001
424,Adonis Thomas,SF,20,ORL,4,24,5.8,.371,.333,.111,.333,0.0,14.2,7.1,13.2,0.0,0.0,0.0,17.9,88,112,0.0,0.0,0.0,-0.031
424,Adonis Thomas,F,20,PHI,2,13,10.1,.700,.700,.000,.400,0.0,0.0,0.0,13.9,0.0,0.0,16.7,19.5,113,118,0.0,0.0,0.0,.060
425,Isaiah Thomas,PG,24,SAC,72,2497,20.5,.574,.510,.371,.332,2.1,7.5,4.7,32.2,1.9,0.3,14.3,26.3,114,111,6.4,1.3,7.7,.149
426,Lance Thomas,SF,25,NOP,5,42,0.5,.279,.222,.444,.000,5.4,14.0,9.7,9.7,0.0,0.0,15.7,13.8,70,116,-0.1,0.0,-0.1,-0.117
427,Malcolm Thomas,PF,25,TOT,8,63,4.6,.444,.469,.125,.250,9.0,28.9,19.0,5.1,0.0,3.5,34.8,18.7,67,107,-0.2,0.1,-0.2,-0.132
427,Malcolm Thomas,PF,25,SAS,1,15,6.6,.205,.250,.500,.000,7.8,57.8,33.8,0.0,0.0,9.6,17.0,17.7,47,88,-0.1,0.0,0.0,-0.107
427,Malcolm Thomas,PF,25,UTA,7,48,4.0,.542,.542,.000,.333,9.3,19.8,14.4,6.7,0.0,1.6,40.0,19.1,73,113,-0.2,0.0,-0.1,-0.140
428,Hollis Thompson,SF,22,PHI,77,1742,9.5,.570,.550,.196,.449,4.4,11.2,7.7,6.1,1.5,0.5,12.9,11.3,110,112,1.4,0.6,2.0,.055
429,Jason Thompson,PF,27,SAC,82,2007,11.1,.523,.506,.292,.000,8.5,21.3,14.8,4.1,0.8,2.3,14.5,14.4,103,108,0.9,1.7,2.7,.064
430,Klay Thompson,SG,23,GSW,81,2868,14.3,.555,.533,.147,.425,1.5,7.9,4.7,10.2,1.3,1.0,9.2,22.6,108,106,3.5,3.2,6.7,.112
431,Tristan Thompson,PF,22,CLE,82,2594,14.9,.528,.477,.445,.001,11.4,21.5,16.3,4.5,0.8,1.1,10.6,17.5,110,108,3.4,2.3,5.7,.106
432,Marcus Thornton,SG,26,TOT,72,1741,12.0,.511,.480,.175,.495,3.7,9.4,6.6,7.3,1.7,0.5,8.9,19.7,103,110,1.0,1.0,2.0,.055
432,Marcus Thornton,SG,26,SAC,46,1121,9.7,.484,.457,.139,.480,3.9,8.7,6.2,6.6,1.4,0.6,8.8,17.1,101,111,0.4,0.5,0.9,.038
432,Marcus Thornton,SG,26,BRK,26,620,16.1,.547,.511,.226,.515,3.5,10.8,7.1,8.6,2.3,0.4,9.0,24.4,106,109,0.6,0.5,1.1,.087
433,Jamaal Tinsley,PG,35,UTA,8,110,1.9,.225,.225,.000,.750,2.0,9.7,5.8,29.5,1.0,0.0,31.0,12.1,69,115,-0.3,0.0,-0.3,-0.122
434,Anthony Tolliver,PF,28,CHA,64,1298,11.0,.605,.586,.134,.805,2.9,11.8,7.3,5.0,0.8,0.9,6.6,12.4,118,107,1.9,1.3,3.2,.117
435,P.J. Tucker,SF,28,PHO,81,2490,13.3,.540,.491,.327,.311,7.3,16.6,11.9,8.1,2.2,0.7,12.7,14.2,113,106,3.3,2.8,6.1,.117
436,Ronny Turiaf,PF,31,MIN,31,606,13.9,.578,.598,.467,.000,9.6,22.0,15.6,5.7,0.7,6.3,15.7,10.7,113,103,0.6,0.9,1.5,.122
437,Hedo Turkoglu,SF,34,LAC,38,392,11.3,.492,.486,.165,.459,3.2,21.4,12.6,11.9,2.4,2.0,12.0,15.0,101,101,0.1,0.7,0.8,.095
438,Evan Turner,SF,25,TOT,81,2457,12.4,.498,.450,.257,.153,2.7,15.7,9.0,17.8,1.3,0.2,14.3,23.2,97,109,-0.5,1.8,1.4,.027
438,Evan Turner,SF,25,PHI,54,1886,13.2,.504,.451,.274,.159,2.8,16.2,9.2,17.7,1.4,0.2,14.3,24.4,97,111,-0.2,0.9,0.7,.017
438,Evan Turner,SF,25,IND,27,571,9.7,.468,.442,.179,.126,2.5,13.9,8.5,18.4,1.0,0.3,14.2,19.1,95,102,-0.2,0.9,0.7,.059
439,Jeremy Tyler,C,22,NYK,41,398,13.0,.532,.517,.414,.000,10.9,21.6,16.1,3.3,0.8,4.5,15.9,19.1,101,107,0.1,0.4,0.5,.064
440,Ekpe Udoh,PF,26,MIL,42,804,7.6,.440,.399,.329,.000,8.4,12.8,10.5,5.7,1.0,4.4,18.8,11.4,92,111,-0.4,0.4,0.0,.000
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,eFG%,FTr,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48
441,Beno Udrih,SG,31,TOT,41,643,12.7,.523,.492,.169,.236,1.8,9.2,5.4,28.0,1.9,0.5,19.7,17.2,105,111,0.5,0.3,0.8,.061
441,Beno Udrih,SG,31,NYK,31,588,12.4,.507,.478,.150,.250,1.9,9.7,5.7,28.9,2.0,0.5,19.8,16.8,104,111,0.4,0.3,0.7,.056
441,Beno Udrih,SG,31,MEM,10,55,16.0,.654,.611,.333,.111,0.0,4.3,2.2,18.0,1.0,1.5,19.5,21.5,112,109,0.1,0.0,0.1,.117
442,Jonas Valanciunas,C,21,TOR,81,2282,16.1,.579,.531,.385,.001,11.5,25.1,18.2,4.2,0.5,2.5,14.7,18.5,112,104,3.5,3.2,6.7,.141
443,Anderson Varejao,C,31,CLE,65,1800,17.0,.527,.495,.294,.015,11.4,28.2,19.6,12.2,2.0,1.8,12.2,14.6,114,103,2.7,2.7,5.4,.144
444,Jarvis Varnado,PF,25,TOT,24,339,13.3,.597,.600,.867,.000,5.8,14.6,10.0,5.7,1.4,6.8,10.8,11.6,118,107,0.5,0.3,0.8,.114
444,Jarvis Varnado,PF,25,CHI,1,2,-9.1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,109,0.0,0.0,0.0,.038
444,Jarvis Varnado,PF,25,PHI,23,337,13.4,.597,.600,.867,.000,5.9,14.7,10.1,5.7,1.4,6.9,10.8,11.7,118,107,0.5,0.3,0.8,.115
445,Greivis Vasquez,SG-PG,27,TOT,79,1779,14.1,.537,.504,.164,.439,1.3,10.0,5.6,30.4,0.9,0.2,15.4,21.1,108,110,2.4,1.2,3.6,.097
445,Greivis Vasquez,PG,27,SAC,18,465,14.1,.536,.487,.213,.333,1.2,7.1,4.1,32.8,0.7,0.2,14.1,18.1,114,114,0.9,0.1,0.9,.097
445,Greivis Vasquez,SG,27,TOR,61,1314,14.2,.537,.509,.150,.470,1.3,11.1,6.2,29.5,1.0,0.2,15.7,22.2,107,108,1.6,1.1,2.6,.096
446,Jan Vesely,PF,23,TOT,54,776,12.7,.498,.514,.324,.000,11.7,16.1,13.9,4.0,3.4,3.5,15.4,13.2,101,100,0.2,1.4,1.6,.097
446,Jan Vesely,PF,23,WAS,33,470,11.5,.494,.522,.326,.000,12.9,15.1,13.9,3.1,2.8,3.3,17.3,12.2,100,101,0.1,0.8,0.9,.090
446,Jan Vesely,PF,23,DEN,21,306,14.5,.503,.506,.321,.000,9.8,17.7,13.8,5.4,4.3,3.9,13.2,14.8,102,100,0.1,0.6,0.7,.109
447,Charlie Villanueva,PF,29,DET,20,180,12.7,.469,.457,.152,.609,3.5,17.9,10.3,5.5,1.1,2.2,6.7,25.0,99,110,0.0,0.1,0.1,.034
448,Nikola Vucevic,C,23,ORL,57,1812,18.8,.536,.507,.197,.000,11.5,27.6,19.5,10.2,1.7,2.0,12.9,21.8,106,103,1.8,2.6,4.4,.116
449,Sasha Vujacic,SG,29,LAC,2,10,1.5,.500,.500,.000,.400,0.0,32.2,16.7,0.0,5.0,0.0,37.5,35.3,55,93,-0.1,0.0,-0.1,-0.289
